Fecha_creación,Id,Texto,Fuente,Truncado,Respuesta_al_tweet,Respuesta_al_usuario_id,Respuesta_al_usuario_nombre,Localización,Coordenadas,Ciudad,Contribuciones,Idioma,Retweeted,Andalucía,Aragón,Principado de Asturias,Islas Baleares,Canarias,Cantabria,Castilla y León,Castilla  La Mancha,Cataluña,Galicia,C.Valenciana,Extremadura,Comunidad de Madrid,Región de Murcia,Comunidad Foral de Navarra,País Vasco,La Rioja,Ceuta,Melilla,World_cases,USA_cases,Spain_cases,Italy_cases,France_cases,Germany_cases,UK_cases,China_cases,Iran_cases,Turkey_cases,Brasil_cases,Russia_cases,Japan_cases,Moroco_cases,World_dead,USA_dead,Spain_dead,Italy_dead,France_dead,Germany_dead,UK_dead,China_dead,Iran_dead,Turkey_dead,Brasil_dead,Russia_dead,Japan_dead,Moroco_dead
2020-04-13 14:09:34,1249701264897835008,RT @AFPespanol: Balance mundial de la pandemia del nuevo coronavirus y mapamundi con el número de muertes por país @AFPgraphics https://t.c…,Twitter for Android,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,667","561,051","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,032","22,129","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:04,1249703153492254720,"Así actúa el gobierno español como no produce uno menos.  Loli, muerta por coronavirus por no tener acceso a un respirador: ""Es inhumano"" vía: @elcasocom https://t.co/hSFtrirOlv",Twitter Web App,TRUE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,797","561,131","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,035","22,131","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:04,1249703153102139395,Pero por la mierda! https://t.co/I6pkCMqcB9,Twitter Web App,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,825","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703154385661953,"RT @GuatemalaGob: Actualización de datos sobre casos de Coronavirus (Covid-19) en Guatemala

#JuntosSaldremosAdelante
#UnidosContraElCorona…",Twitter Web App,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,825","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703154456895490,"RT @JuanJosega2001: Tengo un trabajo estable que me permite hacer home office por coronavirus, mi ingreso no ha mermado

A los que tenemos…",Twitter for Android,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,825","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703154415009794,RT @QuePasaWeb: Julio Zamora supervisó un nuevo operativo de control vehicular en Tigre https://t.co/uHxDgaibcK #coronavirus #cuarentenaobl…,Twitter for iPhone,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,825","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703154461048832,Coronavirus: por qué la pandemia de covid-19 podría fortalecer los autoritarismos y debilitar las democracias - BBC News Mundo https://t.co/BDihDfRv3i,Twitter for iPhone,TRUE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,825","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703155136376832,RT @UHmallorca: Más de un 10 % del pequeño comercio ya no subirá la persiana tras esta crisis #coronavirusenMallorca https://t.co/cJGvd06UAK,Twitter for iPad,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,863","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703155383906306,"RT @FLagos_Neumann: #Chile 
Ministro de Salud decide incluir en la lista de recuperados a los muertos por #coronavirus porque ya no son con…",Twitter for Android,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,866","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703155421655042,RT @RosaCuervasMons: Aquí @Macarena_Olona poniendo voz a millones de españoles hartos de la mentira institucional y de una TV pública que h…,Twitter for iPad,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,866","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:17:05,1249703155845169154,"RT @adrianafabrega3: ENCUENTRE LAS DIFERENCIAS
#COVID2019 
#COVID19 
#coronavirus https://t.co/g08nVmLm6L",Twitter Web App,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,916","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:26:21,1249705488645791744,"RT @larepublica_pe: Médicos sugieren que ventiladores mecánicos creados en el país no se usen para COVID-19
https://t.co/GsgdeLwHq0",Twitter for iPhone,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,916","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:26:21,1249705488780087305,RT @GuardianMdp: #MardelPlata #Economía #CuarentenaAdministrada #coronavirus Desde la @ucipmdp le piden al municipio la ampliación de rubro…,Twitter for Android,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,916","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
2020-04-13 14:26:21,1249705489107058689,"RT @martinezmau: Me encantaría no tener tanta información ni conocer a epidemiólogos en EU, ni estar en NY y ver cómo amigos jóvenes mueren…",Twitter for Android,FALSE,,,,,,,,es,FALSE,10187,4187,1958,1550,1944,1777,12628,14054,34726,7494,9060,2658,47146,1463,4092,11018,3358,95,101,"1,872,916","561,159","169,496","156,363","132,591","127,854","88,621","82,16","73,303","56,956","22,318","18,328","7,37","1,746","116,037","22,133","17,489","19,899","14,393","3,022","11,329","3,341","4,585","1,198","1,241",148,123,120
